variable,entite,label,nb_fichiers,nb_utilisations,exemples_fichiers
f7ix_2017,foyer_fiscal,"Investissements destinés à la location meublée non professionnelle : Investissements réalisés et achevés en 2009; réalisés en 2009 et achevés en 2010; réalisés et achevés en 2010 avec engagement avant le 1.1.2010, Report du solde de réduction d",1,4,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7iy_2018,foyer_fiscal,Location Meublée Censi B,1,4,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7iz_2017,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Investissements réalisés et achevés en 2011 : report du solde de réduction d,1,4,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7ja,foyer_fiscal,Denormandie,1,2,calculateur_impots/yaml/reduc_pinel_metro.yaml
f7ja_2017,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier : investissements réalisés et engagés en 2012, métropole, BBC",1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc.yaml
f7jb,foyer_fiscal,Denormandie,1,2,calculateur_impots/yaml/reduc_pinel_metro.yaml
f7jc,foyer_fiscal,Denormandie,1,2,calculateur_impots/yaml/reduc_pinel_dom.yaml
f7jc_2018,foyer_fiscal,"Investissements destinés à la location meublée non professionnelle : Investissements réalisés et achevés en 2010 ; réalisés en 2010 et achevés en 2011 ; réalisés et achevés en 2011 avec engagement en 2010, Report du solde de réduction d",1,4,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7jd,foyer_fiscal,Denormandie,1,2,calculateur_impots/yaml/reduc_pinel_dom.yaml
f7jg,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier : investissements engagés en 2011, réalisés en 2012, métropole, non-BBC",1,3,calculateur_impots/yaml/reduc_scelli_metro_non_bbc.yaml
f7ji_2018,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Investissements réalisés et achevés en 2011 ; réalisés en 2011 et achevés en 2011 ou 2012 ; réalisés en 2012 avec promesse d,1,4,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7jm,foyer_fiscal,Pinel : investissements achevés en 2019 avec engagement de location de 6 ans : report de 1/6 de la réduction d’impôt,1,2,calculateur_impots/yaml/reduc_pinel_metro.yaml
f7jo_2017,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier : investissements engagés en 2011, réalisés en 2012, Polynésie Française, Nouvelle Calédonie, Wallis et Futuna",1,3,calculateur_impots/yaml/reduc_scelli_dom_poly.yaml
f7jr,foyer_fiscal,Denormandie,1,1,calculateur_impots/yaml/reduc_pinel_metro.yaml
f7js_2018,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Investissements réalisés et achevés en 2011 ; réalisés en 2011 et achevés en 2011 ou 2012 ; réalisés en 2012 avec promesse d,1,4,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7jt_2019,foyer_fiscal,"Investissements destinés à la location meublée non professionnelle : Investissements réalisés en 2013, Engagement de réalisation de l",3,13,calculateur_impots/yaml/reduc_locmeu.yaml; calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml; calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7ju_2016,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Investissements réalisés en 2013 avec promesse d,3,9,calculateur_impots/yaml/reduc_locmeu.yaml; calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml; calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7jv,foyer_fiscal,"Investissements destinés à la location meublée non professionnelle : Investissements réalisés et achevés en 2012, réalisés en 2012",1,4,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7jw,foyer_fiscal,"Investissements destinés à la location meublée non professionnelle : Investissements réalisés et achevés en 2012, réalisés en 2011 ou réalisés en 2012 avec promesse d",1,4,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml
f7jx,foyer_fiscal,"Investissements destinés à la location meublée non professionnelle : Investissements réalisés et achevés en 2012, réalisés en 2011 avec promesse d",1,4,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7jy,foyer_fiscal,"Investissements destinés à la location meublée non professionnelle : Investissements réalisés et achevés en 2012, réalisés en 2010 avec promesse d",1,4,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml
f7kb_2016,foyer_fiscal,Dépenses de protection du patrimoine naturel (excédent de réduction d’impôt d’années antérieures qui n’a pu être imputé),1,3,calculateur_impots/yaml/reduc_patnat.yaml
f7kc_2017,foyer_fiscal,Dépenses de protection du patrimoine naturel (excédent de réduction d’impôt d’années antérieures qui n’a pu être imputé),1,4,calculateur_impots/yaml/reduc_patnat.yaml
f7kd_2018,foyer_fiscal,Dépenses de protection du patrimoine naturel (excédent de réduction d’impôt d’années antérieures qui n’a pu être imputé),1,4,calculateur_impots/yaml/reduc_patnat.yaml
f7ke,foyer_fiscal,Dépenses de protection du patrimoine naturel (excédent de réduction d’impôt d’années antérieures qui n’a pu être imputé),1,4,calculateur_impots/yaml/reduc_patnat.yaml
f7km,foyer_fiscal,Pinel : investissements achevés en 2019 avec engagement de location de 9 ans : report de 1/9 de la réduction d’impôt,1,2,calculateur_impots/yaml/reduc_pinel_metro.yaml
f7kx,foyer_fiscal,Malraux : Report du solde de réduction d’impôt de l’année 2019,1,1,calculateur_impots/yaml/reduc_malraux.yaml
f7ky,foyer_fiscal,Malraux : Report du solde de réduction d’impôt de l’année 2018,1,1,calculateur_impots/yaml/reduc_malraux.yaml
f7kz,foyer_fiscal,Malraux : Report du solde de réduction d’impôt de l’année 2017,1,1,calculateur_impots/yaml/reduc_malraux.yaml
f7la_2016,foyer_fiscal,Investissements locatifs neufs dispositif Scellier: Report du solde des réductions d,1,2,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml
f7lb_2016,foyer_fiscal,Investissements locatifs neufs dispositif Scellier: Report du solde des réductions d,1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml
f7lc_2016,foyer_fiscal,Investissements locatifs neufs dispositif Scellier: Report du solde des réductions d,1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml
f7ld,foyer_fiscal,Investissements locatifs neufs dispositif Scellier: Report du solde des réductions d,1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml
f7le,foyer_fiscal,Investissements locatifs neufs dispositif Scellier: Report du solde des réductions d,1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml
f7lf,foyer_fiscal,Investissements locatifs neufs dispositif Scellier: Report du solde des réductions d,1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml
f7lg,foyer_fiscal,Scellier,2,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml; calculateur_impots/yaml/reduc_scelli_dom_poly_et_reports.yaml
f7lh,foyer_fiscal,Investissements locatifs neufs dispositif Scellier: Report du solde des réductions d,1,2,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml
f7li,foyer_fiscal,Scellier,1,2,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml
f7lj,foyer_fiscal,Investissements locatifs neufs dispositif Scellier: Report du solde des réductions d,1,2,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml
f7lk,foyer_fiscal,,2,2,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml; calculateur_impots/yaml/reduc_scelli_dom_poly_et_reports.yaml
f7ll,foyer_fiscal,,1,1,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml
f7lm_2018,foyer_fiscal,Investissements locatifs neufs dispositif Scellier: Report du solde des réductions d,1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml
f7ln,foyer_fiscal,Investissements locatifs neufs dispositif Scellier: Report du solde des réductions d,2,4,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml; calculateur_impots/yaml/reduc_scelli_dom_poly_et_reports.yaml
f7lo,foyer_fiscal,,1,1,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml
f7lp,foyer_fiscal,Investissements locatifs neufs dispositif Scellier: Report du solde des réductions d,1,1,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml
f7ls,foyer_fiscal,Investissements locatifs neufs dispositif Scellier: Report du solde des réductions d,1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml
f7lt,foyer_fiscal,Investissements locatifs neufs dispositif Scellier: Report du solde des réductions d,1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml
f7lx,foyer_fiscal,Investissements locatifs neufs dispositif Scellier: Report du solde des réductions d,1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml
f7lz,foyer_fiscal,Investissements locatifs neufs dispositif Scellier: Report du solde des réductions d,1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml
f7mg,foyer_fiscal,Investissements locatifs neufs dispositif Scellier: Report du solde des réductions d,1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml
f7mh,foyer_fiscal,Investissements locatifs neufs dispositif Scellier: Report du solde des réductions d,1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml
f7mw,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Investissements réalisés en 2021,1,1,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml
f7mz,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Investissements réalisés en 2020,1,2,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml
f7na,foyer_fiscal,Denormandie: Investissements réalisés en 2019 en métropole avec engagement de location de 6 ans,3,8,calculateur_impots/yaml/reduc_denormandie_metro.yaml; calculateur_impots/yaml/reduc_pinel_dom.yaml; calculateur_impots/yaml/reduc_pinel_metro.yaml
f7nb,foyer_fiscal,Denormandie: Investissements réalisés en 2019 en métropole avec engagement de location de 9 ans,3,7,calculateur_impots/yaml/reduc_denormandie_metro.yaml; calculateur_impots/yaml/reduc_pinel_dom.yaml; calculateur_impots/yaml/reduc_pinel_metro.yaml
f7nc,foyer_fiscal,Denormandie: Investissements réalisés en 2019 en outre-mer avec engagement de location de 6 ans,2,7,calculateur_impots/yaml/reduc_pinel_dom.yaml; calculateur_impots/yaml/reduc_denormandie_dom.yaml
f7nd,foyer_fiscal,Denormandie: Investissements réalisés en 2019 en outre-mer avec engagement de location de 9 ans,2,5,calculateur_impots/yaml/reduc_pinel_dom.yaml; calculateur_impots/yaml/reduc_denormandie_dom.yaml
f7ne,foyer_fiscal,Denormandie,2,4,calculateur_impots/yaml/reduc_pinel_dom.yaml; calculateur_impots/yaml/reduc_pinel_metro.yaml
f7ne_2017,foyer_fiscal,Investissements locatifs neufs dispositif Scellier : Logement acquis en l,1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc.yaml
f7nf,foyer_fiscal,Denormandie,2,4,calculateur_impots/yaml/reduc_pinel_dom.yaml; calculateur_impots/yaml/reduc_pinel_metro.yaml
f7ng,foyer_fiscal,Denormandie,1,2,calculateur_impots/yaml/reduc_pinel_dom.yaml
f7ng_2016,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier : investissements engagés en 2010, réalisés en 2011, ",1,3,calculateur_impots/yaml/reduc_scelli_metro_non_bbc.yaml
f7nh,foyer_fiscal,Denormandie,1,2,calculateur_impots/yaml/reduc_pinel_dom.yaml
f7ni,foyer_fiscal,Denormandie,2,2,calculateur_impots/yaml/reduc_pinel_dom.yaml; calculateur_impots/yaml/reduc_pinel_metro.yaml
f7nj,foyer_fiscal,Denormandie,2,2,calculateur_impots/yaml/reduc_pinel_dom.yaml; calculateur_impots/yaml/reduc_pinel_metro.yaml
f7nk,foyer_fiscal,Denormandie,1,1,calculateur_impots/yaml/reduc_pinel_dom.yaml
f7nl,foyer_fiscal,Denormandie,1,1,calculateur_impots/yaml/reduc_pinel_dom.yaml
f7nr,foyer_fiscal,Investissements locatifs neufs dispositif Scellier : Logement acquis en l,1,3,calculateur_impots/yaml/reduc_scelli_dom_poly.yaml
f7nx,foyer_fiscal,Investissements outre-mer dans le cadre de l,1,3,calculateur_impots/yaml/reduc_malraux.yaml
f7ny,foyer_fiscal,Malraux,1,3,calculateur_impots/yaml/reduc_malraux.yaml
f7oa,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Report de 1/9 de la réduction d,1,4,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7ob,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Report de 1/9 de la réduction d,1,4,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml
f7oc,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Report de 1/9 de la réduction d,2,5,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml; calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7od,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Report de 1/9 de la réduction d,1,4,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml
f7oe,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Report de 1/9 de la réduction d,1,4,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7of,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Report de 1/9 de la réduction d,1,3,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7og,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Report de 1/9 de la réduction d,1,3,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml
f7oh,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Report de 1/9 de la réduction d,1,3,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7oi,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Report de 1/9 de la réduction d,1,3,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml
f7oj,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Report de 1/9 de la réduction d,1,3,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7ok,foyer_fiscal,"Investissements outre-mer dans le logement : Investissements réalisés en 2011, Autres investissements",1,2,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7ol,foyer_fiscal,Location Meublée Censi B,1,2,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml
f7om,foyer_fiscal,Location Meublée Censi B,1,2,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7on,foyer_fiscal,Location Meublée Censi B,1,2,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml
f7oo,foyer_fiscal,Location Meublée Censi B,1,2,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7op,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Report de 1/9 de la réduction d,1,1,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7oq,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Report de 1/9 de la réduction d,1,1,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml
f7or,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Report de 1/9 de la réduction d,1,1,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7os,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Report de 1/9 de la réduction d,1,1,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml
f7ot,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Report de 1/9 de la réduction d,1,1,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7ou,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Investissements réalisés en 2014,3,14,calculateur_impots/yaml/reduc_locmeu.yaml; calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml; calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7ov,foyer_fiscal,Location Meublée Censi B,3,12,calculateur_impots/yaml/reduc_locmeu.yaml; calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml; calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7ow,foyer_fiscal,Location Meublée Censi B,3,9,calculateur_impots/yaml/reduc_locmeu.yaml; calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml; calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7ox,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Investissements réalisés en 2017,3,6,calculateur_impots/yaml/reduc_locmeu.yaml; calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml; calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7oy,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Investissements réalisés en 2018,1,2,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml
f7pa,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Report du solde de réduction d,1,4,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7pb,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Report du solde de réduction d,1,4,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7pc_2019,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Report du solde de réduction d,1,4,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7pd_2019,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Report du solde de réduction d,2,5,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml; calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7pe_2019,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Report du solde de réduction d,1,4,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7pf,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Report du solde de réduction d,1,3,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7pg,foyer_fiscal,Investissements outre-mer dans le cadre de l,1,3,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7ph,foyer_fiscal,Investissements outre-mer dans le cadre de l,1,3,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7pi,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Report du solde de réduction d,1,3,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7pj,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Report du solde de réduction d,1,3,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7pk,foyer_fiscal,Investissements outre-mer dans le cadre de l,1,2,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7pl,foyer_fiscal,Location Meublée Censi B,1,2,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7pm,foyer_fiscal,Location Meublée Censi B,2,3,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml; calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7pn,foyer_fiscal,Location Meublée Censi B,1,2,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7po,foyer_fiscal,Location Meublée Censi B,1,2,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7pp,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Report du solde de réduction d’impôt non imputé de 2016,1,1,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7pq,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Report du solde de réduction d’impôt non imputé de 2016,1,1,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7pr,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Report du solde de réduction d’impôt non imputé de 2016,2,2,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml; calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7ps,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Report du solde de réduction d’impôt non imputé de 2016,2,2,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml; calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7pt,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Report du solde de réduction d’impôt non imputé de 2016,1,1,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7pu,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Report du solde de réduction d’impôt non imputé de 2017,1,1,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml
f7pz,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Investissements réalisés en 2019,2,4,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml; calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7qa_2018,foyer_fiscal,Investissements locatifs intermédiaires en métropole réalisés du 1.9.2014 au 31.12.2014 avec engagement de location 6 ans,1,5,calculateur_impots/yaml/reduc_pinel_metro.yaml
f7qb_2018,foyer_fiscal,Investissements locatifs intermédiaires en métropole réalisés du 1.9.2014 au 31.12.2014 avec engagement de location 9 ans,1,5,calculateur_impots/yaml/reduc_pinel_metro.yaml
f7qc,foyer_fiscal,Investissements locatifs Pinel en outremer réalisés 2020 avec engagement de location 6 ans,1,2,calculateur_impots/yaml/reduc_pinel_dom.yaml
f7qc_2018,foyer_fiscal,Investissements locatifs intermédiaires en outremer réalisés du 1.9.2014 au 31.12.2014 avec engagement de location 6 ans,1,6,calculateur_impots/yaml/reduc_pinel_dom.yaml
f7qd,foyer_fiscal,Investissements locatifs intermédiaires en outremer réalisés en 2020 avec engagement de location 9 ans,1,2,calculateur_impots/yaml/reduc_pinel_dom.yaml
f7qd_2018,foyer_fiscal,Investissements locatifs intermédiaires en outremer réalisés du 1.9.2014 au 31.12.2014 avec engagement de location 9 ans,1,6,calculateur_impots/yaml/reduc_pinel_dom.yaml
f7qe,foyer_fiscal,Pinel,1,4,calculateur_impots/yaml/reduc_pinel_metro.yaml
f7qf,foyer_fiscal,Pinel,1,4,calculateur_impots/yaml/reduc_pinel_metro.yaml
f7qg,foyer_fiscal,Pinel,1,5,calculateur_impots/yaml/reduc_pinel_dom.yaml
f7qh,foyer_fiscal,Pinel,1,5,calculateur_impots/yaml/reduc_pinel_dom.yaml
f7qi_2019,foyer_fiscal,Investissements locatifs Pinel en métropole réalisés en 2016 avec engagement de location 6 ans,1,4,calculateur_impots/yaml/reduc_pinel_metro.yaml
f7qj_2019,foyer_fiscal,Investissements locatifs Pinel en métropole réalisés en 2016 avec engagement de location 9 ans,1,4,calculateur_impots/yaml/reduc_pinel_metro.yaml
f7qk_2019,foyer_fiscal,Investissements locatifs Pinel en outremer réalisés en 2016 avec engagement de location 6 ans,1,5,calculateur_impots/yaml/reduc_pinel_dom.yaml
f7ql_2019,foyer_fiscal,Investissements locatifs Pinel en outremer réalisés en 2016 avec engagement de location 9 ans,1,5,calculateur_impots/yaml/reduc_pinel_dom.yaml
f7qm,foyer_fiscal,Investissements locatifs intermédiaires en métropole réalisés en 2017 avec engagement de location 6 ans,2,5,calculateur_impots/yaml/reduc_denormandie_metro.yaml; calculateur_impots/yaml/reduc_pinel_metro.yaml
f7qn,foyer_fiscal,Investissements locatifs intermédiaires en métropole réalisés en 2017 avec engagement de location 9 ans,1,4,calculateur_impots/yaml/reduc_pinel_metro.yaml
f7qo,foyer_fiscal,Investissements locatifs intermédiaires en outre-mer réalisés en 2017 avec engagement de location 6 ans,1,5,calculateur_impots/yaml/reduc_pinel_dom.yaml
f7qp,foyer_fiscal,Investissements locatifs intermédiaires en outre-mer réalisés en 2017 avec engagement de location 9 ans,1,5,calculateur_impots/yaml/reduc_pinel_dom.yaml
f7qq,foyer_fiscal,Investissement locatifs intermédiaires en outre-mer réalisés en 2019 avec engagement de location 9 ans,2,3,calculateur_impots/yaml/reduc_pinel_dom.yaml; calculateur_impots/yaml/reduc_denormandie_dom.yaml
f7qr,foyer_fiscal,Investissements locatifs intermédiaires en métropole réalisés en 2018 avec engagement de location 6 ans,1,4,calculateur_impots/yaml/reduc_pinel_metro.yaml
f7qs,foyer_fiscal,Investissements locatifs intermédiaires en métropole réalisés en 2018 avec engagement de location 9 ans,1,4,calculateur_impots/yaml/reduc_pinel_metro.yaml
f7qt,foyer_fiscal,Investissements locatifs intermédiaires en outre-mer réalisés en 2018 avec engagement de location 6 ans,1,3,calculateur_impots/yaml/reduc_pinel_dom.yaml
f7qu,foyer_fiscal,Investissements locatifs intermédiaires en outre-mer réalisés en 2018 avec engagement de location 9 ans,1,3,calculateur_impots/yaml/reduc_pinel_dom.yaml
f7qw,foyer_fiscal,Investissement locatifs intermédiaires en métropole réalisés en 2019 avec engagement de location 6 ans,1,3,calculateur_impots/yaml/reduc_pinel_metro.yaml
f7qx,foyer_fiscal,Investissement locatifs intermédiaires en métropole réalisés en 2019 avec engagement de location 9 ans,3,5,calculateur_impots/yaml/reduc_denormandie_metro.yaml; calculateur_impots/yaml/reduc_denormandie_dom.yaml; calculateur_impots/yaml/reduc_pinel_metro.yaml
f7qy,foyer_fiscal,Investissement locatifs intermédiaires en outre-mer réalisés en 2019 avec engagement de location 6 ans,3,4,calculateur_impots/yaml/reduc_denormandie_metro.yaml; calculateur_impots/yaml/reduc_pinel_dom.yaml; calculateur_impots/yaml/reduc_denormandie_dom.yaml
f7ra,foyer_fiscal,Report concernant les investissements locatifs intermédiaires en métropole en 2017 avec engagement de location 6 ans,1,4,calculateur_impots/yaml/reduc_pinel_metro.yaml
f7ra_2015,foyer_fiscal,"Travaux de restauration immobilière dans une zone de protection du patrimoine architectural, urbain et paysager",1,2,calculateur_impots/yaml/reduc_malraux.yaml
f7rb,foyer_fiscal,Report concernant les investissements locatifs intermédiaires en métropole en 2017 avec engagement de location 9 ans,1,4,calculateur_impots/yaml/reduc_pinel_metro.yaml
f7rb_2015,foyer_fiscal,Travaux de restauration immobilière dans un secteur sauvegardé ou assimilé : dépenses payées en 2014 sur opérations engagées en 2011,1,2,calculateur_impots/yaml/reduc_malraux.yaml
f7rc,foyer_fiscal,Report concernant les investissements locatifs intermédiaires en outre-mer en 2017 avec engagement de location 6 ans,1,4,calculateur_impots/yaml/reduc_pinel_dom.yaml
f7rc_2015,foyer_fiscal,Travaux de restauration immobilière dans un secteur sauvegardé ou assimilé,1,2,calculateur_impots/yaml/reduc_malraux.yaml
f7rd,foyer_fiscal,Report concernant les investissements locatifs intermédiaires en outre-mer en 2017 avec engagement de location 9 ans,1,4,calculateur_impots/yaml/reduc_pinel_dom.yaml
f7rd_2015,foyer_fiscal,Travaux de restauration immobilière dans un secteur sauvegardé ou assimilé,1,2,calculateur_impots/yaml/reduc_malraux.yaml
f7re_2016,foyer_fiscal,Travaux de restauration immobilière dans un secteur sauvegardé ou assimilé,1,3,calculateur_impots/yaml/reduc_malraux.yaml
f7rf_2016,foyer_fiscal,Travaux de restauration immobilière dans un secteur sauvegardé ou assimilé,1,3,calculateur_impots/yaml/reduc_malraux.yaml
f7rr,foyer_fiscal,Pinel,1,2,calculateur_impots/yaml/reduc_pinel_metro.yaml
f7rs,foyer_fiscal,Pinel,1,1,calculateur_impots/yaml/reduc_pinel_dom.yaml
f7ry,foyer_fiscal,Pinel,1,1,calculateur_impots/yaml/reduc_pinel_dom.yaml
f7rz,foyer_fiscal,Report concernant les investissements locatifs intermédiaires en métropole en 2016 avec engagement de location 9 ans,1,3,calculateur_impots/yaml/reduc_pinel_metro.yaml
f7sa,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Report de 1/9 de la réduction d,1,1,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml
f7sn,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Report de 1/9 de la réduction d,2,2,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml; calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7sp,foyer_fiscal,Dépenses en faveur de la qualité environnementale de l,1,1,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml
