variable,entite,label,nb_fichiers,nb_utilisations,exemples_fichiers
f7fq,foyer_fiscal,Souscription de parts de fonds d'investissement de proximité,1,4,calculateur_impots/yaml/reduc_spfscpi.yaml
f7fr,foyer_fiscal,Report concernant les investissements rÃ©alisÃ©s et achevÃ©s en 2015 en mÃ©tropole et outre-mer,1,2,calculateur_impots/yaml/reduc_duflot.yaml
f7fv,foyer_fiscal,Report concernant les investissements réalisés et achevés en 2016 en métropole et outre-mer,1,1,calculateur_impots/yaml/reduc_duflot.yaml
f7fy,foyer_fiscal,"Souscriptions au capital des PME non cotées, report de réduction d'impôt au titre du plafonnement global de l'année 2016",1,1,calculateur_impots/yaml/reduc_cappme.yaml
f7ga,foyer_fiscal,Frais de garde des enfants de moins de 6 ans au 01/01 de l'année de perception des revenus: 1er enfant à charge,1,4,calculateur_impots/yaml/credit_garext.yaml
f7ge,foyer_fiscal,Frais de garde des enfants de moins de 6 ans au 01/01 de l'année de perception des revenus: 1er enfant à charge en résidence alternée,1,4,calculateur_impots/yaml/credit_garext.yaml
f7gh,foyer_fiscal,Investissements locatifs intermédiaires en métropole,1,4,calculateur_impots/yaml/reduc_duflot.yaml
f7gj,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier : Reports concernant les investissements achevés ou acquis au cours des années antérieures, Investissements achevés et réalisés en 2012, en métropole, dans les DOM, à Saint-Barthélemy, Saint-Martin, Saint-Pierre-et-Miquelon",1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7gk,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier : Reports concernant les investissements achevés ou acquis au cours des années antérieures, Investissements achevés et réalisés en 2012, en métropole, dans les DOM, à Saint-Barthélemy, Saint-Martin, Saint-Pierre-et-Miquelon, avec promesse d'achat en 2011",1,1,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7gl,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier : Reports concernant les investissements achevés ou acquis au cours des années antérieures, Investissements achevés en 2012 et réalisés en 2011, en métropole, dans les DOM, à Saint-Barthélemy, Saint-Martin, Saint-Pierre-et-Miquelon",1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7gp,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier : Reports concernant les investissements achevés ou acquis au cours des années antérieures, Investissements achevés en 2012 et réalisés en 2011, en métropole, dans les DOM, à Saint-Barthélemy, Saint-Martin, Saint-Pierre-et-Miquelon, avec promesse d'achat en 2010s",1,1,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7gq,foyer_fiscal,Souscription de parts de fonds communs de placement dans l'innovation,2,8,calculateur_impots/yaml/reduc_spfscpi2.yaml; calculateur_impots/yaml/reduc_spfscpi.yaml
f7gs,foyer_fiscal,Scellier,1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7gt,foyer_fiscal,Scellier: report de 1/9 de la réduction d'impôt des investissements achevés en 2012 avec promesse d'achat en 2010,1,1,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7gu,foyer_fiscal,Scellier: report de 1/9 de la réduction d'impôt des investissements achevés en 2012 avec promesse d'achat en 2009,1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7gv,foyer_fiscal,"Scellier: report de 1/5 de la réduction d'impôt des investissements réalisés et achevés en 2012 en Polynésie, en Nouvelle Calédonie et à Wallis et Futuna ",1,3,calculateur_impots/yaml/reduc_scelli_dom_poly_et_reports.yaml
f7gw_2016,foyer_fiscal,"Investissements achevés en n-2 en Polynésie française, Nouvelle Calédonie, dans les îles Walllis et Futuna : report de 1/5 de la réduction d'impôt",1,3,calculateur_impots/yaml/reduc_scelli_dom_poly_et_reports.yaml
f7gx,foyer_fiscal,"Investissements achevés en n-2 avec promesse d'achat en n-3 en Polynésie française, Nouvelle Calédonie, dans les îles Walllis et Futuna : report de 1/5 de la réduction d'impôt",1,3,calculateur_impots/yaml/reduc_scelli_dom_poly_et_reports.yaml
f7ha,foyer_fiscal,Investissements locatifs neufs dispositif Scellier: Investissements achevés et réalisés en 2011,1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7hb,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier: Investissements achevés et réalisés en 2011, avec promesse d'achat en 2010",1,1,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7hd,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier: Investissements achevés en 2011, réalisés en 2010, en métropole et dans les DOM-COM",1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7he,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier: Investissements achevés en 2011, en métropole et dans les DOM-COM avec promesse d'achat avant le 1.1.2010",1,1,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7hf,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier: Investissements achevés en 2011, Investissements réalisés en 2009 en métropole et dans les DOM-COM",1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7hg,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier: réductions investissements réalisés et achevés en 2011 en Polynésie française, Nouvelle Calédonie, dans les îles Walllis et Futuna",1,3,calculateur_impots/yaml/reduc_scelli_dom_poly_et_reports.yaml
f7hh,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier: réductions investissements réalisés et achevés en 2011 en Polynésie française, Nouvelle Calédonie, dans les îles Walllis et Futuna avec promesse d'achat en 2010",1,3,calculateur_impots/yaml/reduc_scelli_dom_poly_et_reports.yaml
f7hj,foyer_fiscal,Investissements locatifs neufs dispositif Scellier: investissements réalisés en 2010 en métropole,1,3,calculateur_impots/yaml/reduc_scelli_metro_non_bbc.yaml
f7hk,foyer_fiscal,Investissements locatifs neufs dispositif Scellier: investissements réalisés en 2010 dans les DOM-COM,1,3,calculateur_impots/yaml/reduc_scelli_dom_poly.yaml
f7hl_2010,foyer_fiscal,Investissements locatifs neufs dispositif Scellier: investissements réalisés en 2009 (métropole et DOM ne respectant pas les plafonds),3,4,calculateur_impots/yaml/reduc_scelli_metro_bbc.yaml; calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml; calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7hm_2010,foyer_fiscal,Investissements locatifs neufs dispositif Scellier: investissements réalisés en 2009 dans les DOM et respectant les plafonds,2,3,calculateur_impots/yaml/reduc_scelli_dom_poly.yaml; calculateur_impots/yaml/reduc_scelli_dom_poly_et_reports.yaml
f7hn,foyer_fiscal,Investissements locatifs neufs dispositif Scellier: investissements réalisés en 2010 en métropole avec promesse d'achat avant le 1er janvier 2010,1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc.yaml
f7hq,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Report du solde de réduction d’impôt non imputé de 2018,1,1,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml
f7hr_2017,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier: investissements réalisés et achevés en 2009, en métropole en 2009; dans les DOM du 1.1.2009 au 26.5.2009 ; dans les DOM du 27.5.2009 au 30.12.2009 lorsqu'ils ne respectent pas les plafonds spécifiques",1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7hs,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Report du solde de réduction d’impôt non imputé de 2018,1,1,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7hs_2017,foyer_fiscal,Investissements locatifs neufs dispositif Scellier: investissements réalisés et achevés en 2009 dans les DOM COM du 27.5.2009 au 31.12.2009 respectant les plafonds spécifiques,1,3,calculateur_impots/yaml/reduc_scelli_dom_poly_et_reports.yaml
f7ht,foyer_fiscal,Scellier,1,1,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml
f7ht_2018,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier: réductions investissements réalisés et achevés en 2009, Investissements réalisés en 2009 et achevés en 2010, en métropole en 2009; dans les DOM du 1.1.2009 au 26.5.2009 ; dans les DOM du 27.5.2009 au 30.12.2009 lorsqu'ils ne respectent pas les plafonds spécifiques",1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7hu_2018,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier: réductions investissements réalisés et achevés en 2009, Investissements réalisés en 2009 et achevés en 2010, dans les DOM COM du 27.5.2009 au 31.12.2009 respectant les plafonds spécifiques",1,3,calculateur_impots/yaml/reduc_scelli_dom_poly_et_reports.yaml
f7hv_2018,foyer_fiscal,Investissements locatifs neufs dispositif Scellier: réductions investissements réalisés et achevés en 2010 en métropole,1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7hw_2018,foyer_fiscal,Investissements locatifs neufs dispositif Scellier: réductions investissements réalisés et achevés en 2010 dans les DOM COM,1,2,calculateur_impots/yaml/reduc_scelli_dom_poly_et_reports.yaml
f7hx_2018,foyer_fiscal,Investissements locatifs neufs dispositif Scellier: réductions investissements réalisés et achevés en 2010 en métropole avec promesse d'achat avant le 1.1.2010,1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports1.yaml
f7hz,foyer_fiscal,Investissements locatifs neufs dispositif Scellier: réductions investissements réalisés et achevés en 2010 dans les DOM COM avec promesse d'achat avant le 1.1.2010,1,2,calculateur_impots/yaml/reduc_scelli_dom_poly_et_reports.yaml
f7ia_2019,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Investissements réalisés et achevés en 2011,1,4,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7ib_2019,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Investissements réalisés et achevés en 2011 avec promesse d'achat en 2010 ou réalisés en 2010,1,4,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml
f7ic_2019,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Investissements réalisés en 2010 et achevés en 2011 avec promesse d'achat en 2009 ou réalisés en 2009,1,4,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7id,foyer_fiscal,"Investissements destinés à la location meublée non professionnelle : Investissements réalisés en 2012, Engagement de réalisation de l'investissement en 2012",3,12,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml; calculateur_impots/yaml/reduc_locmeu.yaml; calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7ie_2016,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Investissements réalisés en 2012 avec promesse d'achat en 2011,3,9,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml; calculateur_impots/yaml/reduc_locmeu.yaml; calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7if_2016,foyer_fiscal,"Investissements destinés à la location meublée non professionnelle : Investissements réalisés en 2012, Logement acquis en l'état futur d'achèvement avec contrat de réservation enregistré au plus tard le 31.12.2011, investissement réalisé du 1.1.2012 au 31.3.2012",3,9,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml; calculateur_impots/yaml/reduc_locmeu.yaml; calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7ig_2016,foyer_fiscal,"Investissements destinés à la location meublée non professionnelle : Investissements réalisés en 2012, Logement acquis en l'état futur d'achèvement avec contrat de réservation enregistré au plus tard le 31.12.2011, investissement réalisé du 1.4.2012 au 31.12.2012",3,9,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml; calculateur_impots/yaml/reduc_locmeu.yaml; calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7ih_2017,foyer_fiscal,"Investissements destinés à la location meublée non professionnelle : Investissements réalisés et achevés en 2010 ; réalisés en 2010 et achevés en 2011 ; réalisés et achevés en 2011 avec engagement en 2010, Report du solde de réduction d'impôt de l'année 2011",1,4,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7ij,foyer_fiscal,"Investissement destinés à la location meublée non professionnelle: Investissements réalisés en 2011 et achevés en 2012, engagement de réalisation de l'investissement en 2011",3,12,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml; calculateur_impots/yaml/reduc_locmeu.yaml; calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7ik,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Reports de 1/9 de l'investissement réalisé et achevé en 2009,1,4,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml
f7il,foyer_fiscal,Investissement destinés à la location meublée non professionnelle: Investissements réalisés en 2011 avec promesse d'achat en 2010,3,9,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml; calculateur_impots/yaml/reduc_locmeu.yaml; calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7im,foyer_fiscal,Investissement destinés à la location meublée non professionnelle: Investissements réalisés en 2010 avec promesse d'achat en 2010,3,9,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml; calculateur_impots/yaml/reduc_locmeu.yaml; calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7in,foyer_fiscal,"Investissements destinés à la location meublée non professionnelle : Logement acquis en l'état futur d'achèvement avec contrat de réservation enregistré au plus tard le 31.12.2010, investissement réalisé du 1.1.2011 au 31.3.2011",3,9,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml; calculateur_impots/yaml/reduc_locmeu.yaml; calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7io_2015,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : ,3,6,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml; calculateur_impots/yaml/reduc_locmeu.yaml; calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7ip_2018,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : ,1,4,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7iq_2018,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : ,1,4,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml
f7ir_2018,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : ,1,4,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7it_2016,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Report du solde de réduction d’impôt non encore imputé,1,3,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7iu_2016,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Report du solde de réduction d’impôt non encore imputé,1,3,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7iv_2016,foyer_fiscal,"Investissements destinés à la location meublée non professionnelle : Logement acquis en l'état futur d'achèvement avec contrat de réservation enregistré au plus tard le 31.12.2010, investissement réalisé du 1.4.2011 au 31.12.2011",3,9,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml; calculateur_impots/yaml/reduc_locmeu.yaml; calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7iw_2016,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Investissements réalisés en 2010 avec promesse d'achat en 2009,3,9,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml; calculateur_impots/yaml/reduc_locmeu.yaml; calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7ix_2017,foyer_fiscal,"Investissements destinés à la location meublée non professionnelle : Investissements réalisés et achevés en 2009; réalisés en 2009 et achevés en 2010; réalisés et achevés en 2010 avec engagement avant le 1.1.2010, Report du solde de réduction d'impôt de l'année 2011",1,4,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7iy_2018,foyer_fiscal,Location Meublée Censi B,1,4,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7iz_2017,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Investissements réalisés et achevés en 2011 : report du solde de réduction d'impôt de l'année 2011,1,4,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7ja,foyer_fiscal,Denormandie,1,2,calculateur_impots/yaml/reduc_pinel_metro.yaml
f7ja_2017,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier : investissements réalisés et engagés en 2012, métropole, BBC",1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc.yaml
f7jb,foyer_fiscal,Denormandie,1,2,calculateur_impots/yaml/reduc_pinel_metro.yaml
f7jc,foyer_fiscal,Denormandie,1,2,calculateur_impots/yaml/reduc_pinel_dom.yaml
f7jc_2018,foyer_fiscal,"Investissements destinés à la location meublée non professionnelle : Investissements réalisés et achevés en 2010 ; réalisés en 2010 et achevés en 2011 ; réalisés et achevés en 2011 avec engagement en 2010, Report du solde de réduction d'impôt de l'année 2012",1,4,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7jd,foyer_fiscal,Denormandie,1,2,calculateur_impots/yaml/reduc_pinel_dom.yaml
f7jg,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier : investissements engagés en 2011, réalisés en 2012, métropole, non-BBC",1,3,calculateur_impots/yaml/reduc_scelli_metro_non_bbc.yaml
f7ji_2018,foyer_fiscal,"Investissements destinés à la location meublée non professionnelle : Investissements réalisés et achevés en 2011 ; réalisés en 2011 et achevés en 2011 ou 2012 ; réalisés en 2012 avec promesse d'achat en 2011 et achevés en 2012, Report du solde de réduction d'impôt de l'année 2012",1,4,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7jm,foyer_fiscal,Pinel : investissements achevés en 2019 avec engagement de location de 6 ans : report de 1/6 de la réduction d’impôt,1,2,calculateur_impots/yaml/reduc_pinel_metro.yaml
f7jo_2017,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier : investissements engagés en 2011, réalisés en 2012, Polynésie Française, Nouvelle Calédonie, Wallis et Futuna",1,3,calculateur_impots/yaml/reduc_scelli_dom_poly.yaml
f7jr,foyer_fiscal,Denormandie,1,1,calculateur_impots/yaml/reduc_pinel_metro.yaml
f7js_2018,foyer_fiscal,"Investissements destinés à la location meublée non professionnelle : Investissements réalisés et achevés en 2011 ; réalisés en 2011 et achevés en 2011 ou 2012 ; réalisés en 2012 avec promesse d'achat en 2011 et achevés en 2012, Report du solde de réduction d’impôt de l’année 2012",1,4,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7jt_2019,foyer_fiscal,"Investissements destinés à la location meublée non professionnelle : Investissements réalisés en 2013, Engagement de réalisation de l'investissement en 2013",3,13,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml; calculateur_impots/yaml/reduc_locmeu.yaml; calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7ju_2016,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Investissements réalisés en 2013 avec promesse d'achat en 2012,3,9,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml; calculateur_impots/yaml/reduc_locmeu.yaml; calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7jv,foyer_fiscal,"Investissements destinés à la location meublée non professionnelle : Investissements réalisés et achevés en 2012, réalisés en 2012",1,4,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7jw,foyer_fiscal,"Investissements destinés à la location meublée non professionnelle : Investissements réalisés et achevés en 2012, réalisés en 2011 ou réalisés en 2012 avec promesse d'achat en 2011",1,4,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml
f7jx,foyer_fiscal,"Investissements destinés à la location meublée non professionnelle : Investissements réalisés et achevés en 2012, réalisés en 2011 avec promesse d'achat en 2010 ou réalisés en 2010",1,4,calculateur_impots/yaml/reduc_locmeu_avec_reports.yaml
f7jy,foyer_fiscal,"Investissements destinés à la location meublée non professionnelle : Investissements réalisés et achevés en 2012, réalisés en 2010 avec promesse d'achat en 2009 ou réalisés en 2009",1,4,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml
f7kb_2016,foyer_fiscal,Dépenses de protection du patrimoine naturel (excédent de réduction d’impôt d’années antérieures qui n’a pu être imputé),1,3,calculateur_impots/yaml/reduc_patnat.yaml
f7kc_2017,foyer_fiscal,Dépenses de protection du patrimoine naturel (excédent de réduction d’impôt d’années antérieures qui n’a pu être imputé),1,4,calculateur_impots/yaml/reduc_patnat.yaml
f7kd_2018,foyer_fiscal,Dépenses de protection du patrimoine naturel (excédent de réduction d’impôt d’années antérieures qui n’a pu être imputé),1,4,calculateur_impots/yaml/reduc_patnat.yaml
f7ke,foyer_fiscal,Dépenses de protection du patrimoine naturel (excédent de réduction d’impôt d’années antérieures qui n’a pu être imputé),1,4,calculateur_impots/yaml/reduc_patnat.yaml
f7km,foyer_fiscal,Pinel : investissements achevés en 2019 avec engagement de location de 9 ans : report de 1/9 de la réduction d’impôt,1,2,calculateur_impots/yaml/reduc_pinel_metro.yaml
f7kx,foyer_fiscal,Malraux : Report du solde de réduction d’impôt de l’année 2019,1,1,calculateur_impots/yaml/reduc_malraux.yaml
f7ky,foyer_fiscal,Malraux : Report du solde de réduction d’impôt de l’année 2018,1,1,calculateur_impots/yaml/reduc_malraux.yaml
f7kz,foyer_fiscal,Malraux : Report du solde de réduction d’impôt de l’année 2017,1,1,calculateur_impots/yaml/reduc_malraux.yaml
f7la_2016,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier: Report du solde des réductions d'impôts non encore imputé, Investissements réalisés et achevés en 2009 ou 2010 ou réalisés et achevés en 2010 avec engagement avant le 1.1.2010, Report de l'année 2009",1,2,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml
f7lb_2016,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier: Report du solde des réductions d'impôts non encore imputé, Investissements réalisés et achevés en 2009 ou 2010 ou réalisés et achevés en 2010 avec engagement avant le 1.1.2010, Report de l'année 2010",1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml
f7lc_2016,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier: Report du solde des réductions d'impôts non encore imputé, Investissements réalisés et achevés en 2010 ; réalisés en 2010 et achevés en 2011 ; réalisés et achevés en 2011 avec engagement en 2010, Report de l'année 2010",1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml
f7ld,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier: Report du solde des réductions d'impôts non encore imputé, Investissements réalisés et achevés en 2010 ; réalisés en 2010 et achevés en 2011 ; réalisés et achevés en 2011 avec engagement en 2010, Report de l'année 2011",1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml
f7le,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier: Report du solde des réductions d'impôts non encore imputé, Investissements réalisés et achevés en 2009 ou 2010 ou réalisés et achevés en 2010 avec engagement avant le 1.1.2010, Report de l'année 2011",1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml
f7lf,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier: Report du solde des réductions d'impôts non encore imputé, Investissements réalisés et achevés en 2011 : report du solde de réduction d'impôt de l'année 2011",1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml
f7lg,foyer_fiscal,Scellier,2,3,calculateur_impots/yaml/reduc_scelli_dom_poly_et_reports.yaml; calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml
f7lh,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier: Report du solde des réductions d'impôts non encore imputé, Investissements réalisés et achevés en 2010 ; réalisés en 2010 et achevés en 2011 ; réalisés et achevés en 2011 avec engagement en 2010, Report de l'année 2014",1,2,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml
f7li,foyer_fiscal,Scellier,1,2,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml
f7lj,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier: Report du solde des réductions d'impôts non encore imputé, Investissements réalisés en 2012 et achevés de 2012 à 2014 : report du solde de réduction d'impôt de l'année 2014",1,2,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml
f7lk,foyer_fiscal,,2,2,calculateur_impots/yaml/reduc_scelli_dom_poly_et_reports.yaml; calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml
f7ll,foyer_fiscal,,1,1,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml
f7lm_2018,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier: Report du solde des réductions d'impôts non encore imputé, Investissements réalisés et achevés en 2009 ou 2010 ou réalisés et achevés en 2010 avec engagement avant le 1.1.2010",1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml
f7ln,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier: Report du solde des réductions d'impôts non encore imputé, Investissements réalisés et achevés en 2009 ou 2010 ou réalisés et achevés en 2010 avec engagement avant le 1.1.2010, Report de l'année 2013",2,4,calculateur_impots/yaml/reduc_scelli_dom_poly_et_reports.yaml; calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml
f7lo,foyer_fiscal,,1,1,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml
f7lp,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier: Report du solde des réductions d'impôts non encore imputé, Investissements réalisés en 2012 et achevés de 2012 à 2015 : report du solde de réduction d'impôt de l'année 2015",1,1,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml
f7ls,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier: Report du solde des réductions d'impôts non encore imputé, Investissements réalisés et achevés en 2010 ; réalisés en 2010 et achevés en 2011 ; réalisés et achevés en 2011 avec engagement en 2010",1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml
f7lt,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier: Report du solde des réductions d'impôts non encore imputé, Investissements réalisés et achevés en 2010 ; réalisés en 2010 et achevés en 2011 ; réalisés et achevés en 2011 avec engagement en 2010, Report de l'année 2013",1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml
f7lx,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier: Report du solde des réductions d'impôts non encore imputé, Report du solde de réduction d'impôt de l'année 2013",1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml
f7lz,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier: Report du solde des réductions d'impôts non encore imputé, Report du solde de réduction d'impôt de l'année 2012",1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml
f7mg,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier: Report du solde des réductions d'impôts non encore imputé, Investissements réalisés et achevés en 2012 : report du solde de réduction d'impôt de l'année 2012",1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml
f7mh,foyer_fiscal,"Investissements locatifs neufs dispositif Scellier: Report du solde des réductions d'impôts non encore imputé, Investissements réalisés et achevés en 2012 : report du solde de réduction d'impôt de l'année 2013",1,3,calculateur_impots/yaml/reduc_scelli_metro_bbc_et_reports2.yaml
f7mw,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Investissements réalisés en 2021,1,1,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml
f7mz,foyer_fiscal,Investissements destinés à la location meublée non professionnelle : Investissements réalisés en 2020,1,2,calculateur_impots/yaml/reduc_locmeu_plafonnee.yaml
f7na,foyer_fiscal,Denormandie: Investissements réalisés en 2019 en métropole avec engagement de location de 6 ans,3,8,calculateur_impots/yaml/reduc_denormandie_metro.yaml; calculateur_impots/yaml/reduc_pinel_metro.yaml; calculateur_impots/yaml/reduc_pinel_dom.yaml
